frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
256,79082.561422,79066.044583,79066.044583,79066.044583,79066.044583,79066.044583,33575.000000,33575.000000,33575.000000,33575.000000,33575.000000,33575.000000
128,90494.108869,90494.108869,90494.108869,90494.108869,90494.108869,90494.108869,35872.000000,35872.000000,35872.000000,35872.000000,35872.000000,35872.000000
16,115199.888056,115199.888056,115199.888056,115199.888056,115199.888056,115199.888056,71335.000000,71335.000000,71335.000000,71335.000000,71335.000000,71335.000000
8,119202.136931,119202.136931,119202.136931,119202.136931,119202.136931,119202.136931,42058.000000,42058.000000,42058.000000,42058.000000,42058.000000,42058.000000
4,138302.237495,138302.237495,138302.237495,138302.237495,138302.237495,138302.237495,74045.000000,74045.000000,74045.000000,74045.000000,74045.000000,74045.000000
64,210223.006600,210223.006600,210223.006600,210223.006600,210223.006600,210223.006600,150953.000000,150953.000000,150953.000000,150953.000000,150953.000000,150953.000000
16384,290540.473002,290540.473002,290540.473002,290540.473002,290540.473002,290540.473002,111108.000000,111108.000000,111108.000000,111108.000000,111108.000000,111108.000000
2,142237.401294,142237.401294,142237.401294,142237.401294,142237.401294,142237.401294,87202.000000,87202.000000,87202.000000,87202.000000,87202.000000,87202.000000
32768,283168.622134,283168.622134,283168.622134,283168.622134,283168.622134,283168.622134,186191.000000,186191.000000,186191.000000,186191.000000,186191.000000,186191.000000
1024,237390.416420,237390.416420,237390.416420,237390.416420,237390.416420,237390.416420,165777.000000,165777.000000,165777.000000,165777.000000,165777.000000,165777.000000
2048,531153.327110,406199.630726,406199.630726,406199.630726,406199.630726,406199.630726,189439.000000,246600.000000,246600.000000,246600.000000,246600.000000,246600.000000
512,274453.136486,274453.136486,274453.136486,274453.136486,274453.136486,274453.136486,200876.000000,200876.000000,200876.000000,200876.000000,200876.000000,200876.000000
4096,324205.780575,324205.780575,324205.780575,324205.780575,324205.780575,324205.780575,264256.000000,264256.000000,264256.000000,264256.000000,264256.000000,264256.000000
8192,289852.795850,282816.254955,282816.254955,282816.254955,282816.254955,282816.254955,123861.000000,198039.000000,198039.000000,198039.000000,198039.000000,198039.000000
32,533831.443886,349856.179076,349856.179076,349856.179076,533831.443886,349856.179076,186912.000000,291320.000000,291320.000000,291320.000000,186912.000000,291320.000000
65536,866950.889632,474784.799542,474784.799542,474784.799542,474784.799542,474784.799542,216570.000000,252573.000000,252573.000000,252573.000000,252573.000000,252573.000000
