frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
1024,157878.581904,164404.459441,157878.581904,157878.581904,157878.581904,157878.581904,84236.000000,84236.000000,84236.000000,84236.000000,84236.000000,84236.000000
4,89137.922839,89137.922839,89137.922839,89137.922839,89137.922839,89137.922839,26389.000000,26389.000000,26389.000000,26389.000000,26389.000000,26389.000000
2048,287814.055164,287814.055164,287814.055164,287814.055164,287814.055164,287814.055164,161514.000000,161514.000000,161514.000000,161514.000000,161514.000000,161514.000000
2,230146.811892,230146.811892,230146.811892,230146.811892,230146.811892,230146.811892,129949.000000,129949.000000,129949.000000,129949.000000,129949.000000,129949.000000
256,175805.649565,175995.961457,175805.649565,175805.649565,175805.649565,175805.649565,108009.000000,69348.000000,108009.000000,108009.000000,108009.000000,108009.000000
16,180598.265163,193573.234622,180598.265163,180598.265163,180598.265163,180598.265163,94146.000000,94146.000000,94146.000000,94146.000000,94146.000000,94146.000000
16384,177208.596640,177207.768021,177208.596640,177208.596640,177208.596640,177208.596640,63441.000000,63441.000000,63441.000000,63441.000000,63441.000000,63441.000000
512,317830.241813,317830.241813,317830.241813,317830.241813,317830.241813,317830.241813,278043.000000,278043.000000,278043.000000,278043.000000,278043.000000,278043.000000
65536,420128.890819,420128.890819,420128.890819,420128.890819,420128.890819,420128.890819,189277.000000,189277.000000,189277.000000,189277.000000,189277.000000,189277.000000
32,171143.835396,171143.835396,171143.835396,171143.835396,171143.835396,171143.835396,85078.000000,85078.000000,85078.000000,85078.000000,85078.000000,85078.000000
32768,329582.015118,327155.212896,329582.015118,329582.015118,329582.015118,329582.015118,136790.000000,136790.000000,136790.000000,136790.000000,136790.000000,136790.000000
8,389163.893785,389163.893785,389163.893785,389163.893785,389163.893785,389163.893785,276100.000000,276100.000000,276100.000000,276100.000000,276100.000000,276100.000000
64,302858.407091,302858.407091,302858.407091,302858.407091,302858.407091,302858.407091,271928.000000,271928.000000,271928.000000,271928.000000,271928.000000,271928.000000
8192,470910.426946,470910.426946,470910.426946,470910.426946,470910.426946,470910.426946,265684.000000,265684.000000,265684.000000,265684.000000,265684.000000,265684.000000
128,467865.321335,466752.617645,467865.321335,467865.321335,467865.321335,467865.321335,249562.000000,249562.000000,249562.000000,249562.000000,249562.000000,249562.000000
4096,489633.435477,520935.807066,489633.435477,489633.435477,489633.435477,489633.435477,301180.000000,222338.000000,301180.000000,301180.000000,301180.000000,301180.000000
