frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
16,124974.985741,124974.985741,124974.985741,124974.985741,124974.985741,124974.985741,76121.000000,76121.000000,76121.000000,76121.000000,76121.000000,76121.000000
8,72381.772326,72381.772326,72381.772326,72381.772326,72381.772326,72381.772326,21210.000000,21210.000000,21210.000000,21210.000000,21210.000000,21210.000000
128,184123.030656,184123.030656,184123.030656,184123.030656,184123.030656,184123.030656,164454.000000,164454.000000,164454.000000,164454.000000,164454.000000,164454.000000
32,151315.559891,151315.559891,151315.559891,151315.559891,151315.559891,151315.559891,91740.000000,91740.000000,91740.000000,91740.000000,91740.000000,91740.000000
65536,235526.734625,214224.918835,214224.918835,214224.918835,214224.918835,214224.918835,78073.000000,85808.000000,85808.000000,85808.000000,85808.000000,85808.000000
4,437586.047163,134791.056499,134791.056499,134791.056499,134791.056499,134791.056499,58585.000000,87069.000000,87069.000000,87069.000000,87069.000000,87069.000000
16384,188360.399455,188360.399455,188360.399455,188360.399455,188360.399455,188360.399455,80619.000000,80619.000000,80619.000000,80619.000000,80619.000000,80619.000000
512,254866.313074,254866.313074,254866.313074,254866.313074,254866.313074,254866.313074,223113.000000,223113.000000,223113.000000,223113.000000,223113.000000,223113.000000
1024,189961.273414,189961.273414,189961.273414,189961.273414,189961.273414,189961.273414,143772.000000,143772.000000,143772.000000,143772.000000,143772.000000,143772.000000
2,187558.196179,187558.196179,187558.196179,187558.196179,187558.196179,187558.196179,141227.000000,141227.000000,141227.000000,141227.000000,141227.000000,141227.000000
4096,385815.062361,385815.062361,385815.062361,385815.062361,385815.062361,385815.062361,177357.000000,177357.000000,177357.000000,177357.000000,177357.000000,177357.000000
2048,139768.643726,139768.643726,139768.643726,139768.643726,139768.643726,139768.643726,96108.000000,96108.000000,96108.000000,96108.000000,96108.000000,96108.000000
256,257602.109034,257602.109034,257602.109034,257602.109034,257602.109034,257602.109034,171299.000000,171299.000000,171299.000000,171299.000000,171299.000000,171299.000000
32768,256388.776279,256388.776279,256388.776279,256388.776279,256388.776279,256388.776279,118071.000000,118071.000000,118071.000000,118071.000000,118071.000000,118071.000000
8192,306470.922059,300775.156215,300775.156215,300775.156215,300775.156215,300775.156215,201705.000000,201705.000000,201705.000000,201705.000000,201705.000000,201705.000000
64,379266.410025,379266.410025,379266.410025,379266.410025,379266.410025,379266.410025,314578.000000,314578.000000,314578.000000,314578.000000,314578.000000,314578.000000
