arrival_rate,bp_parameter,c,RMLF_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/SETF_L2_Norm,RDYNAMIC_L2_Norm/RR_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",128,2.112414644870897,1.0599060105630822,0.45490163524439486,0.34235822981418856,0.5017509290311987
20,"{'L': 7.918, 'H': 512}",128,1.1238509329043362,1.0646626231142693,0.8720942114725084,0.2500007753156917,0.9473343767779697
20,"{'L': 5.649, 'H': 4096}",128,0.37662242406309254,0.40305953408024786,0.9901007941744389,0.13310465094142895,1.0701952627566502
20,"{'L': 4.639, 'H': 32768}",128,0.35214898921809484,0.384570155357543,1.0543623517110488,0.07258592598975926,1.0920666170629525
20,"{'L': 4.073, 'H': 262144}",128,0.18449430554572815,0.20168724853159775,0.9724717784380948,0.05528388653632348,1.0931895590761647
22,"{'L': 16.772, 'H': 64}",128,2.4297723433237133,1.060853042028959,0.3950244018379787,0.27165603367390634,0.4366059416816828
22,"{'L': 7.918, 'H': 512}",128,1.0652938042878155,0.9499202701460291,0.8015730268983412,0.19250711865409478,0.8916979206324049
22,"{'L': 5.649, 'H': 4096}",128,0.36659082441150215,0.4126422514994501,1.047776416865853,0.12207553923073983,1.1256207848679123
22,"{'L': 4.639, 'H': 32768}",128,0.20003474976380695,0.26327039310662853,1.1849307500166384,0.06491680947247826,1.3161232906656855
22,"{'L': 4.073, 'H': 262144}",128,0.10717040481058962,0.12933643033220835,0.7248509193253303,0.04491958521224394,1.2068297265536545
24,"{'L': 16.772, 'H': 64}",128,2.9821602067843105,1.052002446598173,0.33131797176825656,0.20484039220673828,0.35276523514897157
24,"{'L': 7.918, 'H': 512}",128,1.2846862774773067,1.0727907424659158,0.7633019836795315,0.11633911870958139,0.8350604822934027
24,"{'L': 5.649, 'H': 4096}",128,0.6145330778895822,0.6211306465358379,1.0311429456594379,0.06694082812960647,1.0107359048416287
24,"{'L': 4.639, 'H': 32768}",128,0.27189784129693484,0.23824798754278823,0.8705479352839948,0.020137979592393645,0.8762408204727223
24,"{'L': 4.073, 'H': 262144}",128,0.1931496986157256,0.2279420793841046,1.1770188831554438,0.018598938585936444,1.180131685515073
26,"{'L': 16.772, 'H': 64}",128,3.622035825853281,1.0619525591594214,0.24783564344524175,0.118307404055168,0.29319217429585914
26,"{'L': 7.918, 'H': 512}",128,1.323200779996835,1.0718831939205176,0.7549976360774984,0.08887055523094309,0.8100684417092631
26,"{'L': 5.649, 'H': 4096}",128,0.5981698405142082,0.5026313624207597,0.8113088491602132,0.010624651450335079,0.8402820208867097
26,"{'L': 4.639, 'H': 32768}",128,0.2809605036937421,0.2556969716804206,0.7976552714860616,0.012297357304624402,0.9100815535237661
26,"{'L': 4.073, 'H': 262144}",128,0.029195382182712955,0.02906682566532958,0.7067859429515653,0.01298102005603802,0.9955966831816473
28,"{'L': 16.772, 'H': 64}",128,4.545130008491759,1.0522688698471763,0.131327207928365,0.04079685115492609,0.23151568115349858
28,"{'L': 7.918, 'H': 512}",128,2.0216808119686083,1.274198473206867,0.5127860372236024,0.020400607182772274,0.630266887662706
28,"{'L': 5.649, 'H': 4096}",128,0.7490093273991623,0.4769814992939115,0.6001190798481921,0.024945375079280272,0.6368165012713097
28,"{'L': 4.639, 'H': 32768}",128,0.19982344574223354,0.20204563653513813,1.0181657220506835,0.011140875469954091,1.011120771061926
28,"{'L': 4.073, 'H': 262144}",128,0.07378189469797165,0.07622815534587958,0.9886535147559561,0.015316200074029451,1.0331552972165023
30,"{'L': 16.772, 'H': 64}",128,6.216878963246512,1.0452289266954293,0.1081455828763297,0.007334888822006916,0.1681275979273048
30,"{'L': 7.918, 'H': 512}",128,1.5785652764631404,1.0838156397336427,0.6127953756984592,0.004571249925554739,0.6865827190637244
30,"{'L': 5.649, 'H': 4096}",128,0.6704064390440387,0.5168649172976878,0.756832807242747,0.007701931114019253,0.7709724835499904
30,"{'L': 4.639, 'H': 32768}",128,0.13975243792547648,0.14295425928801725,1.037114842633969,0.0058408417649100835,1.0229106655316322
30,"{'L': 4.073, 'H': 262144}",128,0.10140518612018849,0.10053166103659959,0.9864332817389483,0.004584943993750549,0.9913857947802238
32,"{'L': 16.772, 'H': 64}",128,3.6004936263955014,1.075576251200308,0.2054861118776024,0.002317680927930366,0.298730219466346
32,"{'L': 7.918, 'H': 512}",128,1.1129876563462147,0.9908822161492649,0.8033960619047518,0.0021918049682162835,0.8902903913617469
32,"{'L': 5.649, 'H': 4096}",128,0.4731118087571946,0.48699115819412336,0.9900110884537973,0.007981618620729597,1.0293362989044557
32,"{'L': 4.639, 'H': 32768}",128,0.2794074828724787,0.26589542341012984,0.970477316478834,0.003602670680511576,0.9516403092593059
32,"{'L': 4.073, 'H': 262144}",128,0.09523283092245276,0.09909111115186826,1.0087657037179898,0.00889151763002931,1.0405141818429955
34,"{'L': 16.772, 'H': 64}",128,2.9895661142819603,1.0641092926735582,0.2709033689827924,0.0010399463057899727,0.3559410469599659
34,"{'L': 7.918, 'H': 512}",128,1.0606068239901156,0.9356445973235745,0.833307427304783,0.0021238421638274884,0.8821785568035289
34,"{'L': 5.649, 'H': 4096}",128,0.45441451837062147,0.46800454182323875,1.0226263436088807,0.00352103464394799,1.029906666497687
34,"{'L': 4.639, 'H': 32768}",128,0.16550001282967022,0.16642197367233275,0.9509724103305136,0.003990078509798495,1.0055707599467765
34,"{'L': 4.073, 'H': 262144}",128,0.13309831578066902,0.131675980788,0.8314712947825299,0.006350860542496855,0.9893136514588745
36,"{'L': 16.772, 'H': 64}",128,2.36642372052558,1.0762853448422445,0.3775909384093416,0.0006431831939707515,0.4548151438421192
36,"{'L': 7.918, 'H': 512}",128,1.0442428513954884,0.9483032407639088,0.8673649127129436,0.0014404104934547532,0.9081251928099202
36,"{'L': 5.649, 'H': 4096}",128,0.5397040509214668,0.4765627042807371,0.8069095632754903,0.0026586303378605502,0.8830074620842202
36,"{'L': 4.639, 'H': 32768}",128,0.12852144163916865,0.12825180612715553,0.9979139430569832,0.004117713878940776,0.9979020192383918
36,"{'L': 4.073, 'H': 262144}",128,0.25044413002361987,0.22034911029979634,0.7511946656892993,0.0026772902938082955,0.8798333994852057
38,"{'L': 16.772, 'H': 64}",128,2.2997873030592753,1.092019220956875,0.38866178605858015,0.0005548949633868082,0.4748348769054532
38,"{'L': 7.918, 'H': 512}",128,1.0602006325827449,0.9894996841695198,0.9081388202153073,0.0012641775816737454,0.9333136141967854
38,"{'L': 5.649, 'H': 4096}",128,0.3933385869078555,0.40669723541774694,1.02593569064515,0.0020831271687514826,1.0339622120852865
38,"{'L': 4.639, 'H': 32768}",128,0.1360844489419352,0.14417246623916422,1.0385832907757642,0.011910073157172867,1.059433810109192
38,"{'L': 4.073, 'H': 262144}",128,0.053095962854259625,0.048646668262904084,0.9704141898453916,0.010922840211951954,0.916202770376946
40,"{'L': 16.772, 'H': 64}",128,2.225724800027245,1.0866914952391333,0.4247912583535922,0.00046262561647562596,0.48824162593049736
40,"{'L': 7.918, 'H': 512}",128,1.0326162257599967,0.9813875424590771,0.9135638403420984,0.0010776613968362546,0.950389426368721
40,"{'L': 5.649, 'H': 4096}",128,0.32743122424252286,0.3384369605688165,1.011705176909473,0.0015098733561468031,1.0336123604331084
40,"{'L': 4.639, 'H': 32768}",128,0.2276660966272378,0.2349057823949052,1.0313952443748895,0.0019172551026250156,1.0317995778682896
40,"{'L': 4.073, 'H': 262144}",128,0.1376559952977629,0.14847296683957248,1.0764561946176887,0.004103629365215043,1.078579734347287
