frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
1024,229182.285426,279503.080983,229294.694053,229182.285426,229182.285426,229182.285426,103973.000000,77225.000000,103973.000000,103973.000000,103973.000000,103973.000000
128,63542.802173,63542.802173,63542.802173,63542.802173,63542.802173,63542.802173,16438.000000,16438.000000,16438.000000,16438.000000,16438.000000,16438.000000
16384,1133493.609130,2083092.700580,2062328.309510,1959695.194798,1974558.258132,1833292.853797,322267.000000,207576.000000,207576.000000,207576.000000,196634.000000,247860.000000
16,484581.421326,484581.421326,484581.421326,484581.421326,484581.421326,484581.421326,353819.000000,353819.000000,353819.000000,353819.000000,353819.000000,353819.000000
2048,308321.281951,741185.094972,442378.265554,308321.281951,308321.281951,308321.281951,195258.000000,108787.000000,164115.000000,195258.000000,195258.000000,195258.000000
256,236979.695151,239949.874213,360575.914112,236979.695151,236979.695151,236979.695151,155010.000000,151997.000000,155010.000000,155010.000000,155010.000000,155010.000000
2,347797.055752,347797.055752,347797.055752,347797.055752,347797.055752,347797.055752,235409.000000,235409.000000,235409.000000,235409.000000,235409.000000,235409.000000
32768,115133.507421,139399.350203,129328.010245,121626.577141,115133.507421,115133.507421,65114.000000,19217.000000,24712.000000,38028.000000,65114.000000,65114.000000
32,102477.571561,108654.997096,102477.571561,102477.571561,102477.571561,102477.571561,60521.000000,60521.000000,60521.000000,60521.000000,60521.000000,60521.000000
4096,486036.908005,922609.515288,789669.308122,650911.994608,486036.908005,486036.908005,205156.000000,112791.000000,117206.000000,125481.000000,205156.000000,205156.000000
4,445574.667967,578406.035238,445574.667967,445574.667967,445574.667967,445574.667967,287338.000000,180514.000000,287338.000000,287338.000000,287338.000000,287338.000000
512,164607.059302,184086.799864,183023.963890,164607.059302,164607.059302,164607.059302,63562.000000,63562.000000,63562.000000,63562.000000,63562.000000,63562.000000
64,217604.642926,217604.642926,217604.642926,217604.642926,217604.642926,217604.642926,120200.000000,120200.000000,120200.000000,120200.000000,120200.000000,120200.000000
65536,619004.262704,3078539.701935,2923869.117138,2637823.117218,1055037.512806,619004.262704,226241.000000,155339.000000,155339.000000,155339.000000,202398.000000,226241.000000
8192,295282.065233,307014.594560,295567.492900,332061.347287,313411.276287,296179.520006,107827.000000,45268.000000,106276.000000,69816.000000,51921.000000,107827.000000
8,112870.189000,112933.700975,112870.189000,112870.189000,112870.189000,112870.189000,62886.000000,62886.000000,62886.000000,62886.000000,62886.000000,62886.000000
