frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
1024,267635.384819,600071.891952,268426.961300,267635.384819,267635.384819,267635.384819,140730.000000,102352.000000,140730.000000,140730.000000,140730.000000,140730.000000
128,190381.868856,190381.868856,190381.868856,190381.868856,190381.868856,190381.868856,104140.000000,104140.000000,104140.000000,104140.000000,104140.000000,104140.000000
16384,269754.439576,276215.199441,278111.343217,271658.910956,271669.856204,269754.439576,75472.000000,67871.000000,67871.000000,75472.000000,75472.000000,75472.000000
16,268090.763321,268090.763321,268090.763321,268090.763321,268090.763321,268090.763321,103550.000000,103550.000000,103550.000000,103550.000000,103550.000000,103550.000000
2048,311077.966910,1277932.878820,924099.005973,339255.476025,311077.966910,311077.966910,237285.000000,103803.000000,151109.000000,237285.000000,237285.000000,237285.000000
256,268992.833124,518307.751713,518307.751713,268992.833124,268992.833124,268992.833124,215183.000000,116013.000000,116013.000000,215183.000000,215183.000000,215183.000000
2,462801.208558,462801.208558,462801.208558,462801.208558,462801.208558,462801.208558,324178.000000,324178.000000,324178.000000,324178.000000,324178.000000,324178.000000
32768,647006.726417,969444.280563,958009.049494,952995.952190,962159.640458,749308.892825,142212.000000,70546.000000,70546.000000,70546.000000,85614.000000,101012.000000
32,181780.494729,181780.494729,181780.494729,181780.494729,181780.494729,181780.494729,97188.000000,97188.000000,97188.000000,97188.000000,97188.000000,97188.000000
4096,130415.744149,221774.448600,156729.538030,130574.439654,130415.744149,130415.744149,59370.000000,41449.000000,47352.000000,59370.000000,59370.000000,59370.000000
4,198060.017146,200280.681502,198060.017146,198060.017146,198060.017146,198060.017146,130965.000000,130965.000000,130965.000000,130965.000000,130965.000000,130965.000000
512,143704.744240,177706.647481,143913.185859,143704.744240,143704.744240,143704.744240,79207.000000,45896.000000,79207.000000,79207.000000,79207.000000,79207.000000
64,304936.736419,304936.736419,304936.736419,304936.736419,304936.736419,304936.736419,246883.000000,246883.000000,246883.000000,246883.000000,246883.000000,246883.000000
65536,469636.078394,469636.078394,469636.078394,469636.078394,469636.078394,469636.078394,247019.000000,247019.000000,247019.000000,247019.000000,247019.000000,247019.000000
8192,763447.894113,4698132.584166,4633163.301127,4496556.939533,763447.894113,763447.894113,334136.000000,291366.000000,291366.000000,291366.000000,334136.000000,334136.000000
8,220901.250406,220901.250406,220901.250406,220901.250406,220901.250406,220901.250406,136689.000000,136689.000000,136689.000000,136689.000000,136689.000000,136689.000000
