frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
128,79084596.496192,77061192.316650,76926604.823350,76926604.823350,76926604.823350,76926604.823350,2190398.000000,2211700.000000,2211700.000000,2211700.000000,2211700.000000,2211700.000000
8192,76794557.152429,76532393.055947,76025856.720024,73565990.133576,70286044.136156,61546903.335460,1691939.000000,1691939.000000,1747403.000000,1849171.000000,1969341.000000,2154856.000000
512,79031502.145884,76902524.537320,75162120.876318,74613535.131879,73717731.252341,73717731.252341,2049952.000000,2049952.000000,2172512.000000,2172512.000000,2212362.000000,2212362.000000
32768,97872565.232836,97007710.160421,95925512.281013,92847512.824389,87373313.861959,81928921.074506,2059349.000000,2059349.000000,2129350.000000,2214562.000000,2405920.000000,2502149.000000
8,76038225.949627,75270371.504934,75270371.504934,75270371.504934,75270371.504934,75270371.504934,2145677.000000,2164234.000000,2164234.000000,2164234.000000,2164234.000000,2164234.000000
64,75486858.175242,75181932.931841,74962746.243638,74962746.243638,74962746.243638,74962746.243638,2172390.000000,2172390.000000,2172390.000000,2172390.000000,2172390.000000,2172390.000000
2048,89723156.063127,102753894.490960,87701508.375336,85436377.000113,86032813.065678,83771629.964112,2007678.000000,1155352.000000,2050776.000000,2174591.000000,2174591.000000,2250698.000000
256,79336535.068612,77978795.849015,77326802.080463,77326802.080463,78015015.209971,77326802.080463,2108433.000000,2134507.000000,2184595.000000,2184595.000000,2134507.000000,2184595.000000
4096,83282616.452145,81630070.511590,74622772.498791,72531729.054332,71048814.032956,69989899.436944,1865780.000000,1931364.000000,2047903.000000,2047903.000000,2100130.000000,2189295.000000
1024,84243883.335112,81265848.128980,78368936.472708,77780733.129601,77752632.211751,77617942.614645,1999859.000000,2068821.000000,2182740.000000,2182740.000000,2182740.000000,2182740.000000
2,74331740.728557,72726741.553617,72566875.080377,72566875.080377,72566875.080377,72566875.080377,2171119.000000,2189859.000000,2189859.000000,2189859.000000,2189859.000000,2189859.000000
4,75718368.593161,74722804.828232,74561319.815655,74571143.530551,74619702.853950,74456653.492664,2110120.000000,2117025.000000,2117025.000000,2117025.000000,2117025.000000,2117025.000000
16,78011409.137546,76515401.243057,76400164.051560,76400164.051560,76400164.051560,76400164.051560,2166663.000000,2179306.000000,2179306.000000,2179306.000000,2179306.000000,2179306.000000
16384,104617723.868173,104371457.025898,103774416.997699,86252220.220932,84275521.945185,84360344.979301,1180030.000000,1180030.000000,1180030.000000,2013236.000000,2073066.000000,2121670.000000
32,79873534.911817,78531065.191921,78075866.866527,78075866.866527,78075866.866527,78075866.866527,2401284.000000,2401284.000000,2401284.000000,2401284.000000,2401284.000000,2401284.000000
65536,139753733.530654,139835130.250431,139929142.295204,139654956.017111,139565194.742725,128131290.333827,1423115.000000,1423115.000000,1423115.000000,1423115.000000,1423115.000000,2190379.000000
