frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
16384,74883968.763229,74970437.174823,75143605.546515,73898985.626116,70680615.997462,63681970.662110,1786415.000000,1786415.000000,1786415.000000,1814239.000000,1887868.000000,2112289.000000
16,76636113.266523,75327224.266913,75197767.184679,75197767.184679,75197767.184679,75197767.184679,2149994.000000,2200580.000000,2200580.000000,2200580.000000,2200580.000000,2200580.000000
256,76813185.212729,75265417.798699,75124889.490127,75124889.490127,75124889.490127,75075321.542089,2108760.000000,2177879.000000,2177879.000000,2177879.000000,2177879.000000,2177879.000000
32768,98081432.575468,97898007.534231,97212768.112277,96176890.373168,93547360.320866,68509919.512062,1014295.000000,1014295.000000,1014295.000000,1014295.000000,1014295.000000,2035018.000000
512,82198530.653575,78376087.550883,77371238.857777,75609825.534644,75609825.534644,75609825.534644,2104213.000000,2227531.000000,2227531.000000,2270109.000000,2270109.000000,2270109.000000
64,78062630.106523,76754381.554722,76459326.709168,76459326.709168,76459326.709168,76459326.709168,2260686.000000,2260686.000000,2260686.000000,2260686.000000,2260686.000000,2260686.000000
4096,84932327.527475,83987035.745308,81806498.105599,72574520.808335,68750616.227973,68457201.327154,1796974.000000,1827839.000000,2026313.000000,2124191.000000,2124191.000000,2124191.000000
65536,88190576.511161,88086353.732556,88140559.060904,88247606.273648,88727310.138516,84881827.777313,2046671.000000,2046671.000000,2046671.000000,2046671.000000,2046671.000000,2250296.000000
32,80842408.041954,77486471.519163,77103236.880357,77103236.880357,77103236.880357,77103236.880357,2179179.000000,2388946.000000,2388946.000000,2388946.000000,2388946.000000,2388946.000000
1024,81372433.000651,79279997.796429,76979380.715191,76997418.935043,77160253.489801,76740320.445716,1974662.000000,1982106.000000,2179971.000000,2179971.000000,2179971.000000,2179971.000000
128,76664361.589727,76452794.537299,76377741.680328,76377741.680328,76377741.680328,76377741.680328,2173955.000000,2173955.000000,2173955.000000,2173955.000000,2173955.000000,2173955.000000
4,74704464.227314,73019283.808538,73019283.808538,73019283.808538,73019283.808538,73019283.808538,2596924.000000,2596924.000000,2596924.000000,2596924.000000,2596924.000000,2596924.000000
2048,109576117.139139,105699504.941381,81415542.422158,102186949.765489,80124514.523050,80064758.757698,1268817.000000,1268817.000000,2237958.000000,1268817.000000,2294074.000000,2294074.000000
8192,91944811.584233,91097631.678785,90326282.484433,86126831.818164,85503660.937087,85192963.389107,2107059.000000,2107059.000000,2107059.000000,2252990.000000,2252990.000000,2252990.000000
8,77540066.773642,76442939.676783,75533001.470544,75533001.470544,75533001.470544,75533001.470544,2205411.000000,2230165.000000,2264269.000000,2264269.000000,2264269.000000,2264269.000000
2,78166829.865931,75002432.562698,74748230.201099,74748230.201099,74748230.201099,74748230.201099,2209774.000000,2279037.000000,2279037.000000,2279037.000000,2279037.000000,2279037.000000
