frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
65536,66577227.264304,66509427.837407,66228958.511963,65532281.478358,64327197.296873,63727244.257155,1905719.000000,1905719.000000,1905719.000000,1905719.000000,1905719.000000,1905719.000000
4096,107324934.463871,132498949.430223,99919901.345699,77246327.652118,76121441.954198,75334210.646963,2128782.000000,1374702.000000,2140398.000000,2329306.000000,2329306.000000,2329306.000000
64,78280900.331188,76844222.943125,76844222.943125,76934841.531244,76934841.531244,76844222.943125,2105543.000000,2175863.000000,2175863.000000,2175863.000000,2175863.000000,2175863.000000
2048,92644593.676604,77655478.725383,74414991.590511,72009840.973245,72086291.398817,71632497.624414,1079399.000000,1934160.000000,2049118.000000,2140890.000000,2140890.000000,2140890.000000
16384,87499814.620427,87586213.129459,87652063.723951,87862048.123674,85662367.130653,80549358.248736,1897363.000000,1897363.000000,1897363.000000,1969718.000000,2047517.000000,2241746.000000
8192,80104963.300814,80237312.068456,78849818.326957,77845957.923091,75308718.332320,74465956.932633,1738118.000000,1738118.000000,1799614.000000,1828756.000000,2067576.000000,2067576.000000
1024,84027472.528964,82420143.359224,78560377.975017,78815574.010057,78815574.010057,78210731.914085,2039237.000000,2039237.000000,2222085.000000,2222085.000000,2222085.000000,2222085.000000
128,76373392.521432,75027780.165732,74896665.353861,74896665.353861,74896665.353861,74896665.353861,2081455.000000,2179099.000000,2179099.000000,2179099.000000,2179099.000000,2179099.000000
512,78902088.405884,76696550.237248,75967885.636299,75798059.101265,75798059.101265,75798059.101265,2070728.000000,2207005.000000,2207005.000000,2207005.000000,2207005.000000,2207005.000000
2,76726002.678550,74465367.090183,73639643.442519,73639643.442519,73639643.442519,73639643.442519,2103103.000000,2258606.000000,2258606.000000,2258606.000000,2258606.000000,2258606.000000
16,75511958.069829,75543940.997152,75337975.938779,75337975.938779,75337975.938779,75337975.938779,2175773.000000,2175773.000000,2175773.000000,2175773.000000,2175773.000000,2175773.000000
32,78976213.277615,78374638.797133,77989408.321013,77989408.321013,77989408.321013,77989408.321013,2139969.000000,2139969.000000,2139969.000000,2139969.000000,2139969.000000,2139969.000000
256,78850811.571758,75810615.380553,75685554.335451,75498481.046679,75498481.046679,75498481.046679,2215848.000000,2228974.000000,2228974.000000,2228974.000000,2228974.000000,2228974.000000
8,79917830.166740,74585530.369803,74585530.369803,74585530.369803,74585530.369803,74585530.369803,2387687.000000,2387687.000000,2387687.000000,2387687.000000,2387687.000000,2387687.000000
4,76024853.718859,74275372.465525,73960064.327886,73960064.327886,73960064.327886,73960064.327886,2428944.000000,2428944.000000,2428944.000000,2428944.000000,2428944.000000,2428944.000000
32768,92578620.108286,92669664.748215,121191369.267304,118355776.107562,113756557.987552,78779561.709894,2038534.000000,2038534.000000,1178013.000000,1178013.000000,1178013.000000,2312866.000000
