frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5036012.282817,262671.000000,14643.180051
4,6515734.163812,304725.000000,37974.918486
8,6024113.246271,300988.000000,92581.018870
16,4339724.291748,297187.000000,17564.691856
32,8213076.317774,302887.000000,306347.691144
64,5363798.646976,297160.000000,116572.630960
128,6430652.798140,302330.000000,245748.695022
256,8899827.186356,303918.000000,674304.827562
512,8266413.320373,290117.000000,956041.707461
1024,6937977.407979,299026.000000,768166.098886
2048,7498337.781393,300893.000000,1840239.612010
4096,7641065.592671,280885.000000,1827676.600166
8192,7812548.896335,265311.000000,4395759.915148
16384,8443750.507452,293146.000000,1054618.868911
32768,10579177.482062,302783.000000,8501861.783535
65536,10810219.352379,303633.000000,8221256.525064
