frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4492887.816623,249310.000000,284.880677
4,6165889.882583,303252.000000,234.968083
8,5017845.897358,302535.000000,86133.065608
16,4564268.600506,276416.000000,181.909318
32,6979646.678078,291596.000000,113225.354634
64,7217225.005497,281832.000000,371623.884676
128,8002412.359097,302453.000000,472623.929621
256,7137876.960195,299579.000000,454925.855439
512,7897073.821207,302341.000000,483484.577441
1024,6664065.370606,288406.000000,266949.643847
2048,6599773.900226,279896.000000,714646.545326
4096,6856144.199399,293466.000000,735623.182400
8192,3405782.254706,242091.000000,1817165.924781
16384,5892863.601979,233704.000000,2771085.017553
32768,2511080.270417,85913.000000,1069862.332605
65536,5709888.922237,199909.000000,5233743.899974
