frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1937032.698566,131955.000000,1720.212487
4,5416778.293378,298686.000000,236.165196
8,4459692.519544,296293.000000,806.207169
16,5738274.856520,303703.000000,90.393584
32,6767458.396986,302792.000000,119909.274162
64,7289733.565272,294313.000000,424634.548600
128,6920374.833891,295065.000000,403443.233370
256,5759528.727062,300807.000000,471878.687019
512,7846840.314468,306893.000000,320928.581102
1024,7589238.985408,304062.000000,221459.414623
2048,4429537.750987,198899.000000,761848.068440
4096,7282054.044215,302572.000000,810765.482844
8192,6449613.179608,304213.000000,2045897.622614
16384,7405701.545100,289258.000000,1480545.729394
32768,9219609.792945,276807.000000,6694207.491325
65536,432218.685821,44813.000000,0.000000
