frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4285500.607410,276345.000000,23.000000
4,5258885.082404,303911.000000,34893.418262
8,4659346.713413,274451.000000,108186.867521
16,5475251.534919,293392.000000,214829.158149
32,2422183.494819,141612.000000,16977.402157
64,6102479.064791,300602.000000,111204.030134
128,7052052.568472,297374.000000,557184.403490
256,6216485.666694,298640.000000,93060.200988
512,7500427.445367,302923.000000,1632945.934832
1024,7986234.342865,301806.000000,1394856.293423
2048,6526931.948804,307029.000000,1418331.223900
4096,7671987.865038,302440.000000,2059297.052368
8192,6838993.852199,266312.000000,663035.610765
16384,6269538.131343,242293.000000,4394147.692458
32768,8614878.948441,289602.000000,6688513.785242
65536,6662409.025330,248324.000000,2569163.563340
