frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3203991.248876,301904.000000,138.953230
4,3710465.882737,231675.000000,4953.171105
8,5455986.109040,301835.000000,196380.610565
16,5123626.412330,296311.000000,24508.713124
32,5934802.119840,302066.000000,10049.923632
64,7148976.764183,300465.000000,27525.104868
128,7202220.261001,305086.000000,595834.480864
256,6860344.223625,303567.000000,398864.242810
512,5186948.107233,302350.000000,132844.937969
1024,7549929.468416,298915.000000,1781497.945994
2048,8419325.096979,302691.000000,162148.981227
4096,3004067.941888,137325.000000,315557.195879
8192,5457929.182535,308259.000000,1904036.367317
16384,4163109.801179,155849.000000,3672391.931230
32768,2108022.140282,160427.000000,246128.964340
65536,8381990.670952,304395.000000,4958714.103138
