frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4996668.774209,280696.000000,0.000000
4,6264717.886101,303542.000000,0.000000
8,4481540.290942,301461.000000,0.000000
16,6235863.357771,305461.000000,0.000000
32,6133096.284663,303864.000000,0.000000
64,4927159.014449,256675.000000,0.000000
128,7277007.393696,303119.000000,0.000000
256,7090296.441637,286244.000000,0.000000
512,3133996.060105,304782.000000,0.000000
1024,5217399.742135,297905.000000,0.000000
2048,7406126.126231,302687.000000,0.000000
4096,5720270.494463,281734.000000,0.000000
8192,4632824.303023,278454.000000,0.000000
16384,4935203.116622,219752.000000,0.000000
32768,2548868.245502,124123.000000,0.000000
65536,3297499.522757,180877.000000,0.000000
