frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5842313.101422,304102.000000,43.669211
4,2655297.007755,189561.000000,920.832775
8,4574632.866709,303323.000000,29949.214564
16,4017051.599302,299328.000000,76324.077282
32,5936095.108595,279508.000000,159336.636638
64,6544418.286178,305698.000000,366417.951368
128,6245177.995656,301713.000000,373468.706763
256,7899251.156557,303699.000000,374140.837746
512,7764968.946368,303739.000000,300247.185063
1024,8430257.869103,302905.000000,953651.188758
2048,3926953.940190,279959.000000,1461571.439444
4096,6610383.832690,305803.000000,461951.299925
8192,6094083.131527,252613.000000,737830.657720
16384,8364833.433853,286254.000000,6881435.047125
32768,9039256.290914,302720.000000,6547087.076140
65536,8302708.717759,302690.000000,2270107.024173
