frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5588234.385074,284196.000000,16258.835014
4,4450343.837643,283704.000000,119686.919444
8,4922476.932847,264471.000000,145.296249
16,3880849.606314,301568.000000,38726.968588
32,5362033.472379,303573.000000,87286.572043
64,7113280.523575,301911.000000,104608.223864
128,6374195.020947,304635.000000,93141.523248
256,7135076.720687,305246.000000,602092.386949
512,8465093.484259,306857.000000,1343207.851776
1024,7161598.137588,298394.000000,783412.627329
2048,7800391.045546,303740.000000,395986.143155
4096,6034473.612983,237530.000000,2033851.025900
8192,3697125.173793,244997.000000,1685723.037958
16384,1666766.975245,107216.000000,917055.459296
32768,8421699.267514,297907.000000,5616402.702198
65536,9999303.935630,305446.000000,7806888.913571
