frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5840348.508644,292838.000000,23825.024029
4,4522437.472439,252103.000000,6484.290709
8,7093305.586013,298521.000000,1531.090135
16,4347385.238090,285274.000000,118748.530702
32,4910557.447346,275796.000000,369369.885949
64,7396536.827799,302297.000000,621080.891770
128,7519490.478165,304664.000000,219010.153548
256,7422015.076173,299631.000000,962551.281253
512,7456629.647003,302620.000000,236224.832854
1024,8078261.779914,305380.000000,2053324.170983
2048,7149321.868785,271847.000000,1059522.680876
4096,6760287.661694,297189.000000,1597113.011011
8192,6963722.779842,294611.000000,3075226.780673
16384,4270448.665148,193724.000000,2790016.847527
32768,1518132.440074,112091.000000,0.000000
65536,7892471.026616,246493.000000,6608821.538336
