frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5765620.641516,265459.000000,0.000000
4,6933951.349777,303660.000000,0.000000
8,4527890.887927,256844.000000,0.000000
16,5035779.148425,303674.000000,0.000000
32,7117274.491995,306068.000000,0.000000
64,6343271.873168,303229.000000,0.000000
128,6921130.665227,291173.000000,0.000000
256,6038438.303545,302904.000000,0.000000
512,7469320.004498,303404.000000,0.000000
1024,6382773.178436,302827.000000,0.000000
2048,4854662.948638,249936.000000,0.000000
4096,6270684.095678,281754.000000,0.000000
8192,9066126.192748,304089.000000,0.000000
16384,10573286.207390,302593.000000,0.000000
32768,7341625.061936,215955.000000,0.000000
65536,1772962.088827,81584.000000,0.000000
