frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5588809.167115,304279.000000,0.000000
4,5175484.024078,304291.000000,0.000000
8,5911458.578184,307754.000000,0.000000
16,4968130.159568,296930.000000,0.000000
32,7165522.395688,304156.000000,0.000000
64,6141961.860713,283643.000000,0.000000
128,6746221.010626,303253.000000,0.000000
256,8282438.954951,300393.000000,0.000000
512,7729118.261069,303337.000000,0.000000
1024,7522946.229076,296460.000000,0.000000
2048,7375128.169238,290745.000000,0.000000
4096,7841617.035530,305281.000000,0.000000
8192,9118361.622212,307355.000000,0.000000
16384,4184251.107423,154601.000000,0.000000
32768,1222943.272913,69639.000000,0.000000
65536,5723325.805839,257870.000000,0.000000
