frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4462734.126941,251350.000000,0.000000
4,5014423.760448,298922.000000,0.000000
8,4251949.001902,303812.000000,0.000000
16,5271149.756330,304244.000000,0.000000
32,4286380.854652,260718.000000,0.000000
64,5400725.283054,275865.000000,0.000000
128,7409626.420539,305833.000000,0.000000
256,7556337.004452,301221.000000,0.000000
512,5629314.027469,261442.000000,0.000000
1024,7076814.515491,302759.000000,0.000000
2048,7936863.948140,300440.000000,0.000000
4096,7360545.495852,293303.000000,0.000000
8192,6054002.944098,270836.000000,0.000000
16384,6124991.451575,243050.000000,0.000000
32768,4100616.699681,278819.000000,0.000000
65536,10863788.112197,301636.000000,0.000000
