frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3717324.656422,231305.000000,0.000000
4,5569625.842607,303865.000000,0.000000
8,4699350.084388,304598.000000,0.000000
16,6125841.605145,302169.000000,0.000000
32,7315634.631338,300976.000000,0.000000
64,6742301.424688,289112.000000,0.000000
128,6298493.168254,254215.000000,0.000000
256,6372499.893993,301385.000000,0.000000
512,8318438.918543,301582.000000,0.000000
1024,8202801.979196,302331.000000,0.000000
2048,9546596.130003,302608.000000,0.000000
4096,3100803.609789,282038.000000,0.000000
8192,4169703.900969,251093.000000,0.000000
16384,8280327.986880,305468.000000,0.000000
32768,2116582.163169,211088.000000,0.000000
65536,3736491.970382,187665.000000,0.000000
