frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2880782.527155,179668.000000,0.000000
4,3369366.146144,240481.000000,0.000000
8,6120814.207044,302482.000000,0.000000
16,6468110.231959,292851.000000,0.000000
32,4799797.149746,241786.000000,0.000000
64,2195756.354033,195212.000000,0.000000
128,5866676.404112,287587.000000,0.000000
256,7527880.032593,299590.000000,0.000000
512,6769640.017642,300676.000000,0.000000
1024,5521884.096037,304108.000000,0.000000
2048,6083730.560225,267218.000000,0.000000
4096,7932202.882990,306431.000000,0.000000
8192,2066952.865958,167665.000000,0.000000
16384,5321450.476660,241401.000000,0.000000
32768,2265242.025438,115011.000000,0.000000
65536,9504407.156167,245209.000000,0.000000
