frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4352831.459974,294575.000000,189.002645
4,3665400.762841,229538.000000,10909.162113
8,5362182.205404,296501.000000,25593.836856
16,7379572.522561,297184.000000,407549.119894
32,7188812.909789,300965.000000,83810.806875
64,6881534.261953,300733.000000,83693.491688
128,7352407.751241,303667.000000,325115.738559
256,7143765.377147,298265.000000,458752.205782
512,7156244.696067,296245.000000,897031.287646
1024,6099921.807352,256539.000000,397644.614562
2048,8071098.316482,303817.000000,1671748.235063
4096,7632790.713605,303371.000000,1896816.426526
8192,9484027.301002,303822.000000,673869.672414
16384,5722887.572732,287919.000000,3085782.125366
32768,2491285.724992,118846.000000,1086070.077863
65536,2063528.899086,128559.000000,0.000000
