frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5125668.518068,302824.000000,695.217232
4,2892313.855693,201846.000000,8166.027002
8,5930444.091736,304950.000000,15860.261000
16,6302602.257485,301200.000000,146510.720997
32,6473364.747186,298989.000000,211746.003648
64,6413682.650103,296395.000000,57560.696486
128,7480859.113714,304279.000000,128956.460532
256,7793860.541545,293360.000000,402828.902734
512,5558312.254042,288444.000000,755806.708064
1024,7605672.141845,302105.000000,685791.093287
2048,5846211.700829,297551.000000,1628749.029029
4096,7952097.410586,303808.000000,386642.429737
8192,7023515.318115,279488.000000,2367905.294523
16384,6620247.549311,302733.000000,930737.462313
32768,9506530.606235,280894.000000,6054931.887538
65536,4015697.753311,175996.000000,0.000000
