frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3793797.221219,295762.000000,321.518273
4,4572288.050200,259452.000000,66.850580
8,5082422.261974,296739.000000,199681.664687
16,6000507.127898,303644.000000,31325.976330
32,5115764.365346,283060.000000,217454.673111
64,6498576.297039,278780.000000,263895.182277
128,8143490.370848,302975.000000,663649.865291
256,7529298.197660,299441.000000,213099.745500
512,6301189.557329,303864.000000,1255463.255683
1024,6874629.931399,297654.000000,944152.175734
2048,9397780.422539,302052.000000,1788537.730801
4096,9815606.889694,300612.000000,3418405.021825
8192,7522759.216421,289130.000000,4014074.647430
16384,6850871.074937,267302.000000,2468219.955902
32768,4656247.094231,206614.000000,696250.042312
65536,10824855.240329,304465.000000,8084324.338433
