frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4833347.158986,298420.000000,174517.003358
4,5409429.526403,299935.000000,230963.559069
8,5119473.227998,303928.000000,126.810883
16,6697290.288744,299286.000000,4101.657592
32,7208018.493212,298601.000000,125.167887
64,6864888.443523,285433.000000,568590.821210
128,6202784.593432,293346.000000,475648.271480
256,7097903.947865,302957.000000,211063.784667
512,8265786.865104,301465.000000,1468079.263626
1024,6220463.175485,305344.000000,1491917.071593
2048,3931444.365265,212796.000000,312568.844873
4096,7556008.630448,291420.000000,1437468.178227
8192,6077842.735965,304575.000000,1020919.114558
16384,6636041.840979,245509.000000,1895136.740272
32768,10210582.842988,305063.000000,8004412.977317
65536,4061815.279075,139000.000000,3944253.330437
