frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4423977.515446,261431.000000,5797.210536
4,6557811.315868,301020.000000,138945.499002
8,6162998.256007,296965.000000,5721.310602
16,3861777.650718,245587.000000,844.800568
32,6624432.844969,288977.000000,212876.574038
64,7373275.442814,298543.000000,415742.895355
128,6133329.575953,301073.000000,465179.950648
256,8331656.173167,301726.000000,328326.723434
512,7773268.503620,304691.000000,933083.798185
1024,6618885.450087,266569.000000,1372859.858429
2048,9235168.046574,306143.000000,3040622.531265
4096,4820749.570705,274700.000000,1425824.507739
8192,8712854.098392,272979.000000,5049290.337304
16384,4628069.131443,219020.000000,3483316.126683
32768,3459547.608525,144803.000000,2433149.463335
65536,10690106.101038,303262.000000,8714148.685216
