frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3891814.626669,280906.000000,0.000000
4,3830643.233769,292287.000000,0.000000
8,1269460.720308,100092.000000,0.000000
16,5104451.764264,305521.000000,0.000000
32,5541299.077027,298850.000000,0.000000
64,6307841.678333,269090.000000,0.000000
128,6441896.796942,301150.000000,0.000000
256,6936301.471133,291044.000000,0.000000
512,6681114.328757,293695.000000,0.000000
1024,7186092.449438,303920.000000,0.000000
2048,6238485.055676,303069.000000,0.000000
4096,8139345.904546,292492.000000,0.000000
8192,8618707.471874,297063.000000,0.000000
16384,6326080.225504,301913.000000,0.000000
32768,8170148.056483,280742.000000,0.000000
65536,7041252.746203,246726.000000,0.000000
