frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1408522.171895,172232.000000,102.518291
4,3799344.679039,300883.000000,22613.048866
8,5320385.528564,288913.000000,67.014924
16,5928626.242734,304677.000000,104.971425
32,6230406.209095,304167.000000,358698.147938
64,6155993.860159,306398.000000,17226.870958
128,6025334.219791,303294.000000,515433.028540
256,5887015.012186,304471.000000,181681.041309
512,7698974.143328,296833.000000,1104429.023872
1024,6470508.466173,299034.000000,1292334.862863
2048,7185045.231098,302730.000000,1949084.826298
4096,3540804.267122,146748.000000,2488677.693022
8192,4083107.922413,256725.000000,2020103.274376
16384,3302950.498126,175536.000000,2250980.821698
32768,7984236.130978,250781.000000,7402130.836277
65536,10367001.708991,307973.000000,8329301.378010
