frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1992728.872004,292067.000000,9032.525173
4,2523918.366568,258594.000000,17842.041055
8,2885615.488696,289989.000000,42826.843510
16,3638561.075691,294986.000000,59051.291874
32,2750406.138416,282415.000000,49056.656990
64,4673643.941606,278256.000000,73125.781753
128,6103101.620214,301007.000000,575882.585621
256,5648226.363239,294231.000000,302000.883552
512,4341022.405989,301465.000000,536408.542988
1024,4822345.982820,279648.000000,1194720.311387
2048,8521028.008452,303766.000000,2060878.751692
4096,9781537.501019,299724.000000,3315999.941902
8192,6722959.287593,254719.000000,4063724.214558
16384,5736309.829736,249848.000000,2750343.830416
32768,4523519.271343,184284.000000,970808.017255
65536,11053086.339103,304912.000000,8381585.901109
