frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1100575.680291,131445.000000,2029.065302
4,3013685.586426,299810.000000,20263.552354
8,2529711.495163,294433.000000,21118.761162
16,3222270.316703,305058.000000,44045.034760
32,4310601.963993,301870.000000,187480.312164
64,4698413.554348,291781.000000,172201.819125
128,4686135.295513,294455.000000,425155.346804
256,3879253.640776,301508.000000,452563.363764
512,5421946.182215,303905.000000,493337.307604
1024,5553508.801501,305828.000000,489444.085671
2048,3480529.832041,198742.000000,550458.043996
4096,4589505.808218,298243.000000,1056242.152548
8192,4939511.031489,303795.000000,2129716.613245
16384,4936044.680596,274391.000000,2074957.530021
32768,8893408.571368,277969.000000,6782398.143199
65536,442162.619121,43201.000000,0.000000
