frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2313436.818089,287177.000000,25578.177906
4,3709167.775354,288821.000000,91627.239776
8,2050247.778733,208259.000000,13856.652301
16,3611430.484114,298722.000000,6670.954055
32,3583619.100326,298717.000000,105724.455681
64,3451746.799988,297949.000000,94562.304361
128,4248531.250117,301258.000000,259548.594103
256,3590322.766182,276707.000000,128904.412469
512,6106480.911020,295028.000000,391862.744249
1024,4295635.645875,255488.000000,391232.466508
2048,3401245.382736,298386.000000,547285.862566
4096,4062270.539938,241722.000000,878931.119830
8192,6643803.743160,279320.000000,2614595.370190
16384,4072902.998990,292410.000000,2093605.056071
32768,6763444.111277,209295.000000,6258795.460573
65536,12215906.491622,304648.000000,9102213.201118
