frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2425225.450351,256640.000000,12270.659273
4,3704468.466283,299055.000000,150687.569209
8,3612673.238717,289289.000000,11834.857752
16,2110927.498547,239292.000000,71219.277032
32,4244512.686582,287107.000000,162710.805787
64,4773999.158308,294466.000000,254427.514279
128,3904668.529988,297620.000000,353650.512405
256,6299941.482630,300273.000000,435765.936617
512,6007511.052040,304675.000000,757360.280301
1024,4770782.226910,261242.000000,583180.254796
2048,8050206.835307,306190.000000,1150751.677681
4096,3472598.009811,270578.000000,935799.551603
8192,9398901.224558,273030.000000,4692897.938985
16384,4202542.243493,229208.000000,2839055.177789
32768,3650847.315480,120389.000000,2436324.485216
65536,10888431.373935,304456.000000,7917865.426325
