frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1852292.360578,174966.000000,0.000000
4,1797123.482793,233643.000000,0.000000
8,3369779.097152,282305.000000,0.000000
16,4020066.763676,294867.000000,0.000000
32,2928899.123532,240141.000000,0.000000
64,1344599.283232,191507.000000,0.000000
128,4636792.597098,287549.000000,0.000000
256,5390958.664816,299128.000000,0.000000
512,5189069.590463,295506.000000,0.000000
1024,4697469.587558,304087.000000,0.000000
2048,4125907.978027,245003.000000,0.000000
4096,5980192.962257,306084.000000,0.000000
8192,1479170.135011,157786.000000,0.000000
16384,3523193.669126,241804.000000,0.000000
32768,2162637.962804,79455.000000,0.000000
65536,9383110.493818,205861.000000,0.000000
