frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2338118.040692,275828.000000,23.000000
4,3029989.694685,303791.000000,63490.716345
8,2557726.085141,273674.000000,113130.853594
16,2926430.129476,292702.000000,171120.182056
32,1596601.900092,141219.000000,3511.036599
64,4139425.570648,299337.000000,197503.848937
128,4319395.884224,299541.000000,296919.634224
256,3638381.933247,297916.000000,172190.120361
512,4799009.816148,301567.000000,490567.915080
1024,5654430.453818,301280.000000,721443.147691
2048,3977737.458740,298260.000000,820618.106431
4096,5460476.339054,281790.000000,1659174.988771
8192,5873607.641839,265519.000000,902163.055715
16384,4551945.350559,242327.000000,2104481.327434
32768,7081563.869449,289285.000000,3141701.027366
65536,6394614.836917,241732.000000,3046636.761625
