frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3284364.886539,283796.000000,19041.207183
4,2871410.747162,283059.000000,104217.515505
8,3312752.518318,249317.000000,3668.881982
16,2750325.959514,298380.000000,18575.510975
32,3008464.035261,302563.000000,69137.532282
64,4530213.662494,299813.000000,207162.560908
128,3723649.018841,303729.000000,123099.392444
256,4485594.004905,304979.000000,448367.162735
512,6483578.090612,306214.000000,681711.226587
1024,4929482.891493,297317.000000,905527.810972
2048,5613606.907782,282157.000000,554337.291217
4096,5187196.509963,237904.000000,1873272.891509
8192,2719974.214896,243763.000000,1044689.817616
16384,1194351.559322,104542.000000,673692.379120
32768,7235317.271286,296254.000000,3250023.074607
65536,8460061.281399,302708.000000,5222072.394423
