frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2040133.440988,225404.000000,0.000000
4,2329385.690041,298289.000000,0.000000
8,3029630.572176,294919.000000,0.000000
16,4538510.309241,303674.000000,0.000000
32,3682862.323765,283680.000000,0.000000
64,4594377.551926,298137.000000,0.000000
128,4334227.551160,273187.000000,0.000000
256,4320478.450223,297507.000000,0.000000
512,3454090.399341,300906.000000,0.000000
1024,5002952.166336,289153.000000,0.000000
2048,3290512.648347,262468.000000,0.000000
4096,6723947.944105,304902.000000,0.000000
8192,5669040.997832,304271.000000,0.000000
16384,2959440.113780,306079.000000,0.000000
32768,3114762.532921,114116.000000,0.000000
65536,6271896.292354,245654.000000,0.000000
