frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3236331.065816,282416.000000,47318.916873
4,3476335.782958,302742.000000,15250.000000
8,2505954.338577,283975.000000,40323.930748
16,2119197.457107,246775.000000,64498.121918
32,3997414.233208,273432.000000,100596.134220
64,4845742.272623,303797.000000,238890.957755
128,4425232.108921,302154.000000,389488.718701
256,4484387.842544,297841.000000,485029.949990
512,6939937.072970,298259.000000,592246.881279
1024,5492275.862705,299842.000000,758655.703609
2048,4509406.226219,298368.000000,939876.825746
4096,5850307.594464,294671.000000,1262179.479007
8192,4377732.797022,233236.000000,273683.159157
16384,5813441.428381,302632.000000,2118143.722939
32768,5401060.193803,301779.000000,2038989.785322
65536,9295114.752100,302161.000000,2729737.877184
