frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2227963.526696,294388.000000,9048.257457
4,2017449.980908,223510.000000,22535.127157
8,3162599.268681,289976.000000,52348.067395
16,4786629.888495,299113.000000,106846.195183
32,4390168.632638,299998.000000,197690.955939
64,5318542.772217,296104.000000,128994.184245
128,4806467.912988,298293.000000,264503.570278
256,4751438.879001,281741.000000,479186.333103
512,4750648.931779,288888.000000,492983.461921
1024,4869510.939551,255501.000000,534583.606359
2048,6309773.583583,304611.000000,2077007.895641
4096,5382916.098227,303403.000000,1145164.719329
8192,8359051.235398,285358.000000,1123668.706982
16384,3908456.311732,273209.000000,1545898.041232
32768,2409867.255810,111643.000000,1219387.507343
65536,1220795.056700,62421.000000,0.000000
