frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2738136.883040,279936.000000,0.000000
4,3609690.355534,300554.000000,0.000000
8,2508560.938651,300724.000000,0.000000
16,3616471.851317,306055.000000,0.000000
32,3843545.543923,297122.000000,0.000000
64,3049994.717653,257539.000000,0.000000
128,4934241.995383,301932.000000,0.000000
256,4540057.330753,286981.000000,0.000000
512,2158655.827479,255867.000000,0.000000
1024,3108053.203444,295675.000000,0.000000
2048,5277843.996574,301279.000000,0.000000
4096,3664140.516868,280885.000000,0.000000
8192,2755971.557804,277957.000000,0.000000
16384,3412966.899078,204178.000000,0.000000
32768,2443504.118317,123825.000000,0.000000
65536,2438812.840556,179766.000000,0.000000
