frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2175136.831553,281038.000000,18655.594952
4,1733607.877575,242095.000000,64732.394703
8,2478368.092092,252808.000000,25750.272678
16,2279644.319734,270007.000000,73350.267416
32,3918694.334180,291935.000000,148794.671118
64,3921524.539457,267975.000000,287385.030264
128,3407996.332241,278650.000000,268743.691984
256,3399288.142141,288155.000000,350523.334362
512,5944523.796175,286581.000000,963977.187984
1024,5184434.741873,302693.000000,756979.205554
2048,4616135.523935,304005.000000,1000179.762370
4096,6901843.779601,292526.000000,1350618.817498
8192,6476579.241779,253090.000000,2487644.951432
16384,6503452.401755,274622.000000,644901.506133
32768,11279390.166334,305421.000000,8365723.074689
65536,3999768.132075,119440.000000,3734007.173874
