frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3133151.555122,292436.000000,41319.201118
4,2336683.108479,251196.000000,56526.288787
8,4197538.635871,298352.000000,26590.268220
16,2144876.839618,285410.000000,63301.808955
32,3023046.417858,269944.000000,263115.325325
64,5173061.553662,292819.000000,126653.692982
128,4848165.343460,304730.000000,330524.930544
256,5587680.742823,288581.000000,364274.313383
512,5904485.734317,294966.000000,351340.192228
1024,5573780.332922,305235.000000,441601.938000
2048,5916756.435126,271623.000000,1318169.928983
4096,4445711.843830,293987.000000,935293.084108
8192,4949085.264012,292480.000000,1257671.782128
16384,4221260.499975,193303.000000,2809166.481700
32768,1214110.331308,109445.000000,0.000000
65536,8437836.943937,209116.000000,6864339.774845
