frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2615916.468560,296442.000000,23826.273712
4,2729846.898118,300232.000000,62128.847430
8,2584331.656658,303908.000000,55664.339446
16,4450641.165798,298924.000000,30428.441547
32,4546553.033757,298673.000000,26939.882052
64,4818849.039352,287489.000000,347265.656433
128,4165506.135506,289888.000000,57528.395554
256,4706034.175356,300117.000000,354168.747962
512,6137170.044026,303206.000000,366937.851073
1024,4052519.972496,303930.000000,175111.413492
2048,3158492.374831,201357.000000,407898.465956
4096,6605905.380993,288028.000000,1739463.398803
8192,4646700.079219,305177.000000,1259477.038978
16384,6358409.385833,174332.000000,2146924.533269
32768,8626088.137914,306055.000000,4558818.079404
65536,4032116.846855,136296.000000,3789419.751456
