frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1791620.293157,231217.000000,0.000000
4,2624848.408162,303430.000000,0.000000
8,2371685.653311,304584.000000,0.000000
16,3287484.301479,303708.000000,0.000000
32,4712498.111778,298914.000000,0.000000
64,4341496.843768,284670.000000,0.000000
128,4662301.404036,244268.000000,0.000000
256,3598781.279339,300861.000000,0.000000
512,6452364.529533,297973.000000,0.000000
1024,6046843.460650,287648.000000,0.000000
2048,8657862.155051,301774.000000,0.000000
4096,1866057.248623,279865.000000,0.000000
8192,2602756.670302,250960.000000,0.000000
16384,7169394.692611,305522.000000,0.000000
32768,1741365.707241,130835.000000,0.000000
65536,3163309.534247,169349.000000,0.000000
