frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,999831.526908,120940.000000,2088.602404
4,2557184.456765,300781.000000,27129.585216
8,2991776.701839,287858.000000,60448.995591
16,3174225.399383,302068.000000,54220.388850
32,3783666.326588,303770.000000,256894.013698
64,3593672.486892,305580.000000,49835.757685
128,3555703.475932,301924.000000,137920.791221
256,3537816.408473,303719.000000,267360.887162
512,5466820.222218,296828.000000,490701.025052
1024,4097891.734914,298588.000000,733959.059597
2048,4559914.880702,303105.000000,475818.680523
4096,3370238.658340,146306.000000,1789189.246749
8192,3596857.799831,237979.000000,1689223.535371
16384,2479255.613107,175526.000000,1611960.314419
32768,7659672.016052,248597.000000,6648407.320587
65536,9567068.551366,306810.000000,5466135.218244
