frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3163558.597070,299688.000000,0.000000
4,3026957.148376,303834.000000,0.000000
8,3218640.617217,307991.000000,0.000000
16,2881056.255952,293170.000000,0.000000
32,4914182.976381,303419.000000,0.000000
64,3929969.056844,280525.000000,0.000000
128,3794774.790812,303374.000000,0.000000
256,6118034.221141,297511.000000,0.000000
512,5233560.999765,301306.000000,0.000000
1024,5326614.601750,295541.000000,0.000000
2048,5161718.607579,284643.000000,0.000000
4096,5662776.446262,304811.000000,0.000000
8192,7539896.865519,306738.000000,0.000000
16384,4376158.816269,154683.000000,0.000000
32768,1227461.796775,64974.000000,0.000000
65536,4078138.268403,256476.000000,0.000000
