frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2080857.826557,260569.000000,0.000000
4,2214472.201086,274752.000000,0.000000
8,3232722.600970,304110.000000,0.000000
16,2502658.600354,297168.000000,0.000000
32,4142071.183995,284243.000000,0.000000
64,5754147.983755,303180.000000,0.000000
128,4550267.833580,299571.000000,0.000000
256,5797469.459522,303769.000000,0.000000
512,4477528.088191,306402.000000,0.000000
1024,5528188.913023,279237.000000,0.000000
2048,5710306.286206,304493.000000,0.000000
4096,6968163.408426,292006.000000,0.000000
8192,4141783.125868,248475.000000,0.000000
16384,7580493.112050,273214.000000,0.000000
32768,10912960.097019,305129.000000,0.000000
65536,4431254.307487,175564.000000,0.000000
