frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3237408.344449,301860.000000,28855.003916
4,1532744.343805,190012.000000,1223.627803
8,2424179.417548,298506.000000,27526.195396
16,2612496.104496,294681.000000,52539.936182
32,3764413.778494,278885.000000,230196.352795
64,3796202.991768,304961.000000,243207.340662
128,3672096.070414,303161.000000,169465.216596
256,5278382.268280,303711.000000,529419.352221
512,5127172.043878,302265.000000,432108.788775
1024,6451743.058641,302193.000000,1026457.545377
2048,2500279.816029,279677.000000,709250.438176
4096,4060872.189428,301363.000000,818875.390030
8192,4874646.594116,252469.000000,1078725.731449
16384,7144035.423084,284036.000000,4918826.628012
32768,7563032.209547,294965.000000,4269870.930585
65536,6188736.633687,304151.000000,2566057.649521
