frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3304797.630895,255163.000000,0.000000
4,4437519.384452,303167.000000,0.000000
8,2461693.107410,256543.000000,0.000000
16,2837733.574839,304722.000000,0.000000
32,4673890.222949,300501.000000,0.000000
64,3643695.302452,298854.000000,0.000000
128,4807741.637887,290208.000000,0.000000
256,3354272.554209,305184.000000,0.000000
512,5687623.120913,298473.000000,0.000000
1024,4153594.665635,304551.000000,0.000000
2048,2877669.269604,246979.000000,0.000000
4096,4771957.707309,277472.000000,0.000000
8192,8610692.962748,305212.000000,0.000000
16384,10642491.638851,305809.000000,0.000000
32768,7478917.351658,213836.000000,0.000000
65536,1794255.637029,78063.000000,0.000000
