frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2432839.794320,245644.000000,0.000000
4,2811783.711620,291324.000000,0.000000
8,2640637.887957,302376.000000,0.000000
16,2960954.081940,302845.000000,0.000000
32,2499616.300147,259798.000000,0.000000
64,3108755.966586,275070.000000,0.000000
128,4890916.309287,305570.000000,0.000000
256,5205297.878767,301005.000000,0.000000
512,3313372.102677,262150.000000,0.000000
1024,4384775.521719,300384.000000,0.000000
2048,6213473.383899,297313.000000,0.000000
4096,5325630.195805,294605.000000,0.000000
8192,3934350.487404,270603.000000,0.000000
16384,4445235.999129,242868.000000,0.000000
32768,3090452.779253,278063.000000,0.000000
65536,10753939.881687,269461.000000,0.000000
