frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
32,201205.774030,199701.686878,197346.497065,201252.988659,194023.921296,205752.636051,21708.000000,32388.000000,42514.000000,52666.000000,61559.000000,50103.000000
65536,272217.015736,271772.119251,272217.015736,272217.015736,272223.338024,272224.950023,63558.000000,63558.000000,63558.000000,63558.000000,63558.000000,63558.000000
2,295326.112792,294076.493952,295129.552197,296840.912526,317042.721744,334574.503495,45906.000000,45906.000000,33569.000000,46835.000000,48135.000000,8181.000000
32768,213764.495953,220660.880652,223366.764007,223803.989799,217565.431071,250047.229599,68522.000000,102219.000000,102219.000000,102219.000000,68522.000000,102219.000000
16,666790.757887,672793.113724,684983.224701,727045.240515,721556.678578,717330.943552,46013.000000,67495.000000,68400.000000,172679.000000,169261.000000,164921.000000
64,609947.727906,614578.074643,612172.139139,623174.980185,623818.646975,678931.205942,33886.000000,41602.000000,54929.000000,65741.000000,130170.000000,120728.000000
128,512493.038585,518855.833299,509100.290513,528984.463982,535987.241093,562144.945864,37119.000000,37119.000000,52265.000000,68391.000000,118929.000000,73622.000000
4,755499.397981,754006.213776,762457.412855,770801.014129,784970.966423,865434.135782,45385.000000,89004.000000,99860.000000,113663.000000,119140.000000,34374.000000
1024,834980.732725,826587.367710,830531.326125,843879.356611,826096.918170,867293.317352,42143.000000,49165.000000,49165.000000,65483.000000,77325.000000,81879.000000
512,569935.245936,572309.737978,570976.917871,571677.007834,593748.068969,635432.444218,28250.000000,60645.000000,50379.000000,42492.000000,96216.000000,65409.000000
8,460292.124270,469780.432858,471318.194279,465784.609095,475647.826116,510444.225618,45915.000000,65391.000000,74192.000000,59899.000000,68522.000000,53368.000000
256,706353.939147,728363.009131,726392.391353,727459.572187,764147.165274,789708.674649,51969.000000,80255.000000,80255.000000,109447.000000,103486.000000,84366.000000
2048,1205468.627729,1169325.855595,1156622.706294,1122637.815191,1141415.139756,1176700.837123,57168.000000,57168.000000,57168.000000,87065.000000,118444.000000,194041.000000
4096,1348035.211594,1345708.548729,1340369.518972,1312428.302055,1374464.233599,1256155.634329,46588.000000,46588.000000,46664.000000,55320.000000,106449.000000,229537.000000
16384,1948300.940981,1914019.253930,1911050.475567,1870291.873535,1822939.052483,1604155.839319,79643.000000,80219.000000,80219.000000,80239.000000,91822.000000,203413.000000
8192,2558399.391653,2559216.051516,2551441.842901,2571049.672227,2515537.859552,1970068.261388,95153.000000,99997.000000,96132.000000,92630.000000,109241.000000,286980.000000
