frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
65536,189952.877991,182526.967761,182526.967761,189914.691209,189914.691209,189952.877991,7146.000000,11927.000000,11927.000000,7146.000000,7146.000000,7146.000000
16,723706.709648,649108.266739,649588.268058,637128.283033,635069.858542,677293.118923,71715.000000,143522.000000,143522.000000,135002.000000,105407.000000,71715.000000
256,763857.417388,744721.286257,781322.508078,749949.311152,792619.656629,763857.417388,168268.000000,161056.000000,182355.000000,154198.000000,154198.000000,168268.000000
1024,979493.083478,942219.313670,943207.848560,984937.486796,937652.180711,979493.083478,216454.000000,146710.000000,172416.000000,146710.000000,157594.000000,216454.000000
64,916262.794736,864610.429818,869942.141919,855393.783808,882583.905431,963242.875050,82094.000000,153997.000000,153997.000000,117877.000000,92144.000000,82094.000000
128,882430.551653,831180.676042,817925.475979,843019.376768,858998.442356,899215.904028,54248.000000,116377.000000,94589.000000,81642.000000,80487.000000,50165.000000
32,874820.858260,842273.811596,812170.394264,791222.339197,798331.558824,874820.858260,73401.000000,216622.000000,148040.000000,120425.000000,73401.000000,73401.000000
2,419298.518566,503606.045993,420098.249909,403146.880403,419298.518566,419298.518566,35434.000000,212582.000000,126043.000000,65536.000000,35434.000000,35434.000000
4,453201.756471,438682.827109,468370.243817,474751.507920,448157.379355,453201.756471,43320.000000,87406.000000,157227.000000,167392.000000,62425.000000,43320.000000
512,986008.245971,1002575.178302,998615.118618,992116.606883,986008.245971,986008.245971,160710.000000,209105.000000,228568.000000,213729.000000,160710.000000,160710.000000
8,561324.571625,578717.932863,525556.056734,544634.903729,549505.895192,561324.571625,140017.000000,149786.000000,101473.000000,111071.000000,125071.000000,140017.000000
4096,508824.383105,477545.104518,478388.024461,483248.249120,497008.206007,494515.099823,104344.000000,57401.000000,57401.000000,100803.000000,114304.000000,104344.000000
2048,1425821.743401,1478587.647869,1476777.694092,1492228.180907,1475709.671921,1425821.743401,225623.000000,134479.000000,134479.000000,154196.000000,225623.000000,225623.000000
16384,1446786.340455,1388120.649164,1392739.025729,1446786.340455,1446786.340455,1446786.340455,236280.000000,176039.000000,168513.000000,236280.000000,236280.000000,236280.000000
8192,1910903.736293,2467889.895791,2364570.040362,2213528.680690,1910903.736293,1910903.736293,251587.000000,74583.000000,76197.000000,113615.000000,251587.000000,251587.000000
32768,1702881.913346,2194333.649231,2168181.212851,2015491.830589,1702881.913346,1702881.913346,227605.000000,71884.000000,79190.000000,117508.000000,227605.000000,227605.000000
