frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
256,396093.722056,396093.722056,396093.722056,396093.722056,396093.722056,396093.722056,159625.000000,159625.000000,159625.000000,159625.000000,159625.000000,159625.000000
2,309814.402667,311285.950579,311285.950579,311285.950579,311285.950579,311285.950579,178422.000000,178422.000000,178422.000000,178422.000000,178422.000000,178422.000000
32,177799.713338,177799.713338,177799.713338,177799.713338,177799.713338,177799.713338,104149.000000,104149.000000,104149.000000,104149.000000,104149.000000,104149.000000
8,404530.223580,404530.223580,404530.223580,404530.223580,404530.223580,404530.223580,228589.000000,228589.000000,228589.000000,228589.000000,228589.000000,228589.000000
512,536894.262646,536894.262646,536894.262646,536894.262646,536894.262646,536894.262646,244946.000000,244946.000000,244946.000000,244946.000000,244946.000000,244946.000000
4,482067.517808,482067.517808,482067.517808,482067.517808,482067.517808,482067.517808,274856.000000,274856.000000,274856.000000,274856.000000,274856.000000,274856.000000
16384,509405.697436,509405.697436,509405.697436,509405.697436,509405.697436,509405.697436,311041.000000,311041.000000,311041.000000,311041.000000,311041.000000,311041.000000
1024,550147.865938,554912.689513,554912.689513,554912.689513,554912.689513,554912.689513,192246.000000,217164.000000,217164.000000,217164.000000,217164.000000,217164.000000
4096,527272.664463,527272.664463,527272.664463,527272.664463,527272.664463,527272.664463,195890.000000,195890.000000,195890.000000,195890.000000,195890.000000,195890.000000
2048,525971.513826,526743.985463,526743.985463,526743.985463,526743.985463,526743.985463,241186.000000,241186.000000,241186.000000,241186.000000,241186.000000,241186.000000
8192,702003.263161,702003.263161,702003.263161,702003.263161,702003.263161,702003.263161,268993.000000,268993.000000,268993.000000,268993.000000,268993.000000,268993.000000
16,500582.772514,500582.772514,500582.772514,500582.772514,500582.772514,500582.772514,268720.000000,268720.000000,268720.000000,268720.000000,268720.000000,268720.000000
64,728242.730798,728242.730798,728242.730798,728242.730798,728242.730798,728242.730798,272326.000000,272326.000000,272326.000000,272326.000000,272326.000000,272326.000000
128,619210.964951,619210.964951,619210.964951,619210.964951,619210.964951,619210.964951,271816.000000,271816.000000,271816.000000,271816.000000,271816.000000,271816.000000
32768,736960.606738,736960.606738,736960.606738,736960.606738,736960.606738,736960.606738,269589.000000,269589.000000,269589.000000,269589.000000,269589.000000,269589.000000
65536,1147601.974499,1147601.974499,1147601.974499,1147601.974499,1147601.974499,1147601.974499,286386.000000,286386.000000,286386.000000,286386.000000,286386.000000,286386.000000
