frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
16,148245.812383,148245.812383,148245.812383,148245.812383,148245.812383,148245.812383,82387.000000,82387.000000,82387.000000,82387.000000,82387.000000,82387.000000
256,182350.113485,182350.113485,182350.113485,182350.113485,182350.113485,182350.113485,89634.000000,89634.000000,89634.000000,89634.000000,89634.000000,89634.000000
4,201192.614504,201192.614504,201192.614504,201192.614504,201192.614504,201192.614504,107716.000000,107716.000000,107716.000000,107716.000000,107716.000000,107716.000000
64,141419.970238,141419.970238,141419.970238,141419.970238,141419.970238,141419.970238,110476.000000,110476.000000,110476.000000,110476.000000,110476.000000,110476.000000
2048,230378.894465,230378.894465,230378.894465,230378.894465,230378.894465,230378.894465,109623.000000,109623.000000,109623.000000,109623.000000,109623.000000,109623.000000
8,238791.843937,238791.843937,238791.843937,238791.843937,238791.843937,238791.843937,195083.000000,195083.000000,195083.000000,195083.000000,195083.000000,195083.000000
512,187343.992495,187343.992495,187343.992495,187343.992495,187343.992495,187343.992495,134024.000000,134024.000000,134024.000000,134024.000000,134024.000000,134024.000000
1024,377562.678585,377562.678585,377562.678585,377562.678585,377562.678585,377562.678585,176512.000000,176512.000000,176512.000000,176512.000000,176512.000000,176512.000000
32768,262672.358928,262672.358928,262672.358928,262672.358928,262672.358928,262672.358928,156129.000000,156129.000000,156129.000000,156129.000000,156129.000000,156129.000000
128,443455.958667,443455.958667,443455.958667,443455.958667,443455.958667,443455.958667,208100.000000,208100.000000,208100.000000,208100.000000,208100.000000,208100.000000
16384,454874.786969,454874.786969,454874.786969,454874.786969,454874.786969,454874.786969,269163.000000,269163.000000,269163.000000,269163.000000,269163.000000,269163.000000
8192,442506.691931,442506.691931,442506.691931,442506.691931,442506.691931,442506.691931,272743.000000,272743.000000,272743.000000,272743.000000,272743.000000,272743.000000
65536,640866.627112,640866.627112,640866.627112,640866.627112,640866.627112,640866.627112,284616.000000,284616.000000,284616.000000,284616.000000,284616.000000,284616.000000
2,401068.625637,401068.625637,401068.625637,401068.625637,401068.625637,401068.625637,322326.000000,322326.000000,322326.000000,322326.000000,322326.000000,322326.000000
32,427492.594004,427492.594004,427492.594004,427492.594004,427492.594004,427492.594004,301391.000000,301391.000000,301391.000000,301391.000000,301391.000000,301391.000000
4096,753740.256828,753740.256828,753740.256828,753740.256828,753740.256828,753740.256828,298687.000000,298687.000000,298687.000000,298687.000000,298687.000000,298687.000000
