frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,451499.965061,298494.000000,32.388269
4,207082.211322,84511.000000,1252.033546
8,302121.259202,285624.000000,12.529964
16,338810.737680,164126.000000,1468.974813
32,277942.173687,151461.000000,1435.012892
64,235736.502235,207241.000000,16762.118840
128,325490.314810,138142.000000,3541.056057
256,661844.318571,288286.000000,2716.103643
512,665738.111002,274429.000000,23217.819923
1024,508510.843761,288812.000000,13008.289588
2048,277486.523983,128289.000000,42276.729545
4096,1006032.461360,332581.000000,33108.066102
8192,903186.465382,253252.000000,614547.249086
16384,829182.683963,246885.000000,466826.939255
32768,308530.033378,129249.000000,211656.567096
65536,610674.573416,381281.000000,493772.218165
