frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,434712.540311,251745.000000,0.000000
4,292092.235046,145542.000000,0.000000
8,486267.459027,221418.000000,0.000000
16,477394.588797,419637.000000,0.000000
32,384226.969927,294947.000000,0.000000
64,235009.058885,206975.000000,0.000000
128,167419.252089,130596.000000,0.000000
256,160553.004310,80119.000000,0.000000
512,181827.429122,91454.000000,0.000000
1024,255482.204778,107389.000000,0.000000
2048,180906.772836,72183.000000,0.000000
4096,457375.960944,175099.000000,0.000000
8192,256857.357021,122226.000000,0.000000
16384,621210.622530,151982.000000,0.000000
32768,833683.673901,243380.000000,0.000000
65536,93745.390767,33411.000000,0.000000
