frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,509866.399428,247756.000000,0.000000
4,615573.714823,274564.000000,0.000000
8,700205.316074,276949.000000,0.000000
16,300727.470170,141783.000000,0.000000
32,370204.581526,176111.000000,0.000000
64,698371.582119,304761.000000,0.000000
128,544083.999237,180288.000000,0.000000
256,206884.335910,78145.000000,0.000000
512,702110.802008,244313.000000,0.000000
1024,279580.269526,102507.000000,0.000000
2048,535081.868796,232287.000000,0.000000
4096,862952.241796,268783.000000,0.000000
8192,648923.388581,123370.000000,0.000000
16384,1273708.481004,276762.000000,0.000000
32768,985001.549361,116631.000000,0.000000
65536,2210632.578787,239280.000000,0.000000
