frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,322163.497006,214420.000000,0.000000
4,205035.744062,102547.000000,0.000000
8,122663.607423,67756.000000,0.000000
16,575594.694084,260388.000000,0.000000
32,107607.658240,61278.000000,0.000000
64,111680.965110,73264.000000,0.000000
128,411308.693097,253347.000000,0.000000
256,454918.630892,284181.000000,0.000000
512,184332.951997,94567.000000,0.000000
1024,497046.003868,221468.000000,0.000000
2048,273974.064495,145495.000000,0.000000
4096,493959.573002,247573.000000,0.000000
8192,1140827.631876,341318.000000,0.000000
16384,483469.412277,226796.000000,0.000000
32768,754378.142327,259055.000000,0.000000
65536,328161.746576,155273.000000,0.000000
