frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,127229.475940,84787.000000,247.214482
4,227030.496656,85856.000000,25.553865
8,133671.812257,70147.000000,60.778286
16,727700.592462,302936.000000,717.362530
32,248076.553576,182215.000000,70.802542
64,213652.860821,94069.000000,2174.825740
128,133731.607330,88992.000000,135.554417
256,712972.408283,278690.000000,6671.818418
512,199694.559172,87896.000000,828.913747
1024,547286.749143,281741.000000,7329.842017
2048,331699.309286,246496.000000,44947.496805
4096,394372.117567,180339.000000,251548.212701
8192,305579.844160,96775.000000,24581.632086
16384,622298.801189,273671.000000,435971.720246
32768,826315.381439,275487.000000,329544.700784
65536,296538.546265,99605.000000,19310.752601
