frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,480587.369295,240847.000000,0.000000
4,141686.573948,108602.000000,0.000000
8,254079.986370,110321.000000,0.000000
16,119791.398180,58563.000000,0.000000
32,182718.798817,104804.000000,0.000000
64,299643.219998,241222.000000,0.000000
128,277999.100815,99397.000000,0.000000
256,182386.772240,84817.000000,0.000000
512,330308.321129,114237.000000,0.000000
1024,694611.408897,291406.000000,0.000000
2048,278561.452753,126197.000000,0.000000
4096,159230.381589,70606.000000,0.000000
8192,147835.794769,56077.000000,0.000000
16384,434341.813026,162240.000000,0.000000
32768,454073.981113,384759.000000,0.000000
65536,2163197.503945,222489.000000,0.000000
