frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,116685.868797,55843.000000,18.165902
4,332003.614334,276293.000000,52.268537
8,505417.974814,298675.000000,53.047149
16,162439.849511,97779.000000,420.991686
32,170219.049930,86961.000000,2772.343774
64,377575.269493,167148.000000,81.602696
128,322806.802225,152493.000000,886.618858
256,792470.664438,267824.000000,5199.091074
512,268151.941121,145707.000000,18889.762783
1024,262107.570261,126611.000000,30330.289827
2048,378825.489996,129117.000000,58943.648479
4096,500470.696237,123001.000000,20036.044320
8192,370440.259827,144828.000000,107154.891428
16384,489355.967831,54857.000000,213017.494507
32768,1122711.651487,249073.000000,1000133.790803
65536,577860.458389,183378.000000,509604.991259
