frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,460689.445662,293926.000000,62.625873
4,388266.133812,215693.000000,50.119856
8,464045.174020,199807.000000,21.189620
16,261640.781183,144688.000000,721.487353
32,259255.638544,231395.000000,464.322086
64,296402.494956,172340.000000,198.297756
128,473348.776513,199747.000000,4932.063767
256,372699.118462,193635.000000,2860.047727
512,429229.635738,239579.000000,2022.849970
1024,286279.862909,147219.000000,31775.352854
2048,703416.495108,301140.000000,30330.655087
4096,340793.126530,107972.000000,96956.273144
8192,388471.809108,192778.000000,11226.504398
16384,536624.984142,190672.000000,41632.002918
32768,1728399.759861,285989.000000,1524287.738372
65536,1235923.463337,101036.000000,1224015.152826
