frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,194450.152939,146663.000000,0.000000
4,1047200.536155,304604.000000,0.000000
8,456847.438643,243137.000000,0.000000
16,247048.428188,121605.000000,0.000000
32,463206.748851,178121.000000,0.000000
64,442454.908057,193643.000000,0.000000
128,177223.090090,110602.000000,0.000000
256,309673.935931,122325.000000,0.000000
512,896956.578490,295392.000000,0.000000
1024,498125.288528,158445.000000,0.000000
2048,880704.563261,257930.000000,0.000000
4096,1228090.554159,309144.000000,0.000000
8192,363880.950904,114078.000000,0.000000
16384,483963.515183,192521.000000,0.000000
32768,1476225.712536,252887.000000,0.000000
65536,1341594.020319,214666.000000,0.000000
